id,created_at,api_key_id,user_agent,method,endpoint,response_status
adc7adc7-b149-4ca8-a3af-411dde86d902,2025-12-27 05:56:33.793736+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,node,POST,/emails,403
b389ac4e-f605-48e3-910c-daec76e3fa1a,2025-12-27 06:15:45.818374+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,node,POST,/emails,403
51bd2480-1a73-488b-a7ca-301c7ba903a2,2025-12-27 06:31:22.698516+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,node,POST,/emails,403
697f5109-d38a-4ff7-bd2d-39120a99637d,2025-12-27 07:11:33.348776+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,python-requests/2.32.5,GET,/emails/0,422
434567a7-b207-4463-8186-0f5eaa63a65a,2025-12-27 07:13:02.7482+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,python-requests/2.32.5,GET,/emails/0,422
78d3c4eb-c4c2-4089-8373-4732282ad67c,2025-12-27 07:13:23.946845+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,python-requests/2.32.5,GET,/emails/0,422
eda64e0f-a657-4def-bf46-0eb4c8394f98,2025-12-27 07:15:05.134528+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,python-requests/2.32.5,GET,/emails/0,422
3b65aa90-3699-4c94-ad36-cfe2dbf9ea0e,2025-12-27 07:17:17.370621+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,python-requests/2.32.5,GET,/emails/0,422
820f71df-6f3c-41c1-9fb4-77cfe0da52ba,2025-12-27 07:19:46.375326+00,0efe3a1c-59b6-4e3b-9f19-2be32530d30e,node,POST,/emails,403
